age,salary,savings,risk_profile,goal,goal_amount,years_to_goal,selected_instrument,outcome
55,104338,763318,High,Travel Abroad,8226655,3,FD,Failure
22,111447,981074,High,Retirement,1410778,14,NPS,Success
47,123561,1250655,Medium,Retirement,6300887,18,FD,Success
42,195605,125202,Medium,Travel Abroad,3158560,25,Debt Mutual Fund,Success
47,135939,1179217,Low,Car Purchase,7564628,6,Debt Mutual Fund,Success
27,124337,1196574,Medium,Buy a House,738534,22,PPF,Success
39,148876,78936,High,Child Education,9512045,26,Gold ETF,Success
37,61675,333162,Medium,Car Purchase,9211211,14,NPS,Failure
49,166734,1823459,High,Car Purchase,4760880,9,ULIP,Success
34,151585,1123219,High,Child Education,4292215,19,Equity Mutual Fund,Success
32,153936,198392,High,Child Education,4023239,30,ULIP,Success
28,52929,335169,High,Tax Saving,5611661,26,ELSS Mutual Fund,Success
42,51165,338273,Medium,Car Purchase,6316389,16,RD,Success
45,191785,883127,High,Emergency Fund,354014,10,ELSS Mutual Fund,Failure
24,110186,215919,Low,Travel Abroad,8206448,14,Gold ETF,Success
33,61826,572109,Medium,Car Purchase,6988988,18,Sukanya Samriddhi,Success
46,133408,502352,Low,Emergency Fund,6956160,27,ELSS Mutual Fund,Success
24,52485,555926,High,Emergency Fund,8222915,23,Savings Account,Success
49,62613,435167,High,Emergency Fund,1600797,26,RD,Failure
43,144952,816162,Low,Retirement,7486312,30,ELSS Mutual Fund,Failure
41,99288,181962,High,Tax Saving,2912526,19,Equity Mutual Fund,Success
33,130907,1471011,Medium,Retirement,1431101,7,RD,Success
29,196286,960888,Low,Retirement,3930021,16,Savings Account,Success
30,49787,194977,Low,Buy a House,9909638,20,ULIP,Success
39,38552,133266,High,Car Purchase,9787256,14,Liquid Mutual Fund,Success
22,99935,985537,High,Retirement,416415,13,Liquid Mutual Fund,Success
46,29611,46958,Low,Buy a House,9048758,14,Gold ETF,Success
48,26805,164596,Medium,Tax Saving,6743589,2,PPF,Success
39,51758,274798,High,Retirement,6311560,9,Liquid Mutual Fund,Success
29,44116,429448,Medium,Emergency Fund,7445813,15,RD,Success
36,143966,1315828,Medium,Retirement,1279251,29,ELSS Mutual Fund,Success
25,95645,405029,High,Travel Abroad,6122069,28,FD,Success
39,25170,253551,High,Emergency Fund,6330384,4,ULIP,Success
31,197883,818863,High,Car Purchase,1975421,20,NPS,Success
46,31639,258262,Medium,Travel Abroad,7226090,14,NPS,Success
39,27800,11448,Medium,Car Purchase,9724787,24,NPS,Success
34,189446,851361,Medium,Car Purchase,8156620,26,Equity Mutual Fund,Success
25,167951,111616,Low,Emergency Fund,3865920,6,ULIP,Success
27,154758,536822,Medium,Tax Saving,4654480,17,FD,Success
50,92890,878729,Low,Emergency Fund,9358795,24,RD,Success
35,42911,62038,Medium,Retirement,6527507,22,FD,Success
41,195795,14227,Medium,Buy a House,3530153,6,Balanced Mutual Fund,Success
51,67756,706297,High,Car Purchase,9563640,10,Debt Mutual Fund,Failure
47,38756,373733,High,Emergency Fund,8658247,21,Liquid Mutual Fund,Success
35,188051,1733770,Low,Buy a House,7948806,10,Equity Mutual Fund,Success
38,195848,912096,Low,Retirement,7148490,10,Gold ETF,Success
39,51134,158054,High,Child Education,3425736,21,PPF,Success
25,115907,1150998,High,Retirement,6548408,25,Equity Mutual Fund,Success
22,121075,470602,High,Child Education,7292872,7,Sukanya Samriddhi,Success
31,87284,58064,High,Tax Saving,8595167,17,Gold ETF,Success
37,144464,792788,Low,Car Purchase,5860736,8,Balanced Mutual Fund,Success
31,188540,2071227,High,Child Education,9146605,24,PPF,Success
24,181833,205981,High,Child Education,9069359,12,FD,Success
54,82110,435781,Low,Buy a House,5822625,17,Equity Mutual Fund,Success
28,57552,46527,Medium,Buy a House,4284419,17,Equity Mutual Fund,Success
33,77739,228744,High,Retirement,3833396,24,Liquid Mutual Fund,Success
38,66196,251668,Medium,Car Purchase,3764583,16,RD,Success
49,58645,187303,Medium,Buy a House,7241755,12,Balanced Mutual Fund,Success
51,81742,98721,High,Child Education,3842473,25,Sukanya Samriddhi,Success
33,47356,281460,Low,Child Education,5924108,28,Liquid Mutual Fund,Success
52,59691,675018,Medium,Child Education,5297293,24,ELSS Mutual Fund,Success
37,138863,1582258,Medium,Car Purchase,7644553,28,ULIP,Success
28,171180,677724,High,Emergency Fund,5230296,22,RD,Success
30,25581,200424,Low,Tax Saving,8762714,2,Sukanya Samriddhi,Success
45,107500,36028,High,Travel Abroad,7745348,1,PPF,Success
38,113411,524682,Low,Car Purchase,8935791,12,PPF,Success
44,62968,717103,High,Emergency Fund,4935009,23,FD,Failure
23,65234,637871,High,Car Purchase,1248899,23,Sukanya Samriddhi,Success
35,191110,1965837,High,Tax Saving,8057461,25,Sukanya Samriddhi,Success
34,59729,489905,High,Retirement,4753947,9,Balanced Mutual Fund,Success
47,85340,280464,Low,Buy a House,8761598,11,Gold ETF,Success
60,196920,1157263,Low,Car Purchase,161741,16,Liquid Mutual Fund,Success
29,21240,208517,Low,Child Education,6268849,7,Debt Mutual Fund,Success
30,178439,351841,Medium,Buy a House,2356721,3,Debt Mutual Fund,Success
52,171011,1491861,Medium,Travel Abroad,5726763,8,Liquid Mutual Fund,Success
30,41099,58094,Medium,Retirement,7137256,13,Liquid Mutual Fund,Success
35,94158,455469,High,Buy a House,538057,14,PPF,Success
51,20797,67923,Low,Car Purchase,5181114,14,Sukanya Samriddhi,Success
22,143460,1493496,High,Travel Abroad,4228578,16,PPF,Failure
25,134228,932186,Low,Travel Abroad,9183107,24,ULIP,Success
58,80386,574858,High,Emergency Fund,6188932,29,FD,Success
43,156119,1575686,Low,Child Education,5347286,11,Equity Mutual Fund,Success
29,191999,957753,Low,Emergency Fund,6178742,28,Liquid Mutual Fund,Success
23,83859,235305,Low,Travel Abroad,1392857,25,ELSS Mutual Fund,Success
60,69740,774517,Low,Buy a House,8440123,14,PPF,Success
42,162584,366795,High,Travel Abroad,9350584,18,ULIP,Success
40,124516,904298,Medium,Travel Abroad,6789932,14,NPS,Success
54,112134,910218,Medium,Retirement,6051802,24,Savings Account,Success
38,97625,51845,Low,Emergency Fund,3086891,9,ULIP,Success
38,73528,432751,High,Tax Saving,1668814,12,RD,Failure
23,85799,335075,High,Tax Saving,7090031,17,Savings Account,Failure
30,128859,313522,Low,Travel Abroad,6015322,12,RD,Success
54,78222,857116,Low,Emergency Fund,9657204,30,Savings Account,Success
53,132880,1502897,Medium,Retirement,8779591,2,Gold ETF,Success
53,48506,85869,High,Car Purchase,4447440,25,Liquid Mutual Fund,Success
38,174564,679315,High,Buy a House,2024603,19,Liquid Mutual Fund,Success
58,95425,430185,Medium,Child Education,4721110,4,ULIP,Success
29,164169,674256,High,Retirement,2329833,3,FD,Success
27,128456,463313,Low,Tax Saving,9236101,29,ULIP,Success
27,138432,180279,High,Retirement,7971875,9,NPS,Failure
32,155550,170251,Low,Buy a House,1403295,9,Equity Mutual Fund,Success
39,60224,693397,Medium,Retirement,3935116,3,ELSS Mutual Fund,Success
51,178628,1408042,Low,Tax Saving,8729755,3,Liquid Mutual Fund,Failure
55,45551,278308,Medium,Emergency Fund,3710363,14,PPF,Success
42,25300,56201,Low,Tax Saving,9627292,29,RD,Success
60,187728,1162678,Low,Tax Saving,8721035,21,Liquid Mutual Fund,Success
36,113796,1336779,Medium,Child Education,9920547,25,Debt Mutual Fund,Success
38,178990,1334391,Low,Buy a House,8232402,15,Sukanya Samriddhi,Success
29,147532,1102549,High,Buy a House,460560,12,Equity Mutual Fund,Success
36,90692,226950,Low,Tax Saving,8106452,2,Balanced Mutual Fund,Success
56,54352,475561,Medium,Buy a House,535822,9,Savings Account,Success
23,81186,718104,High,Buy a House,9988416,19,Debt Mutual Fund,Success
44,15328,50101,Medium,Retirement,117875,27,ELSS Mutual Fund,Success
59,122569,766574,Low,Emergency Fund,7433036,14,Gold ETF,Failure
54,30418,108659,Medium,Child Education,4489154,30,FD,Success
29,17031,125420,Low,Car Purchase,3997331,17,FD,Success
43,82822,171896,Medium,Buy a House,1128056,20,Liquid Mutual Fund,Success
36,35696,110425,Low,Tax Saving,4296316,18,Debt Mutual Fund,Success
44,90613,763926,High,Travel Abroad,9064152,19,FD,Failure
23,99574,406905,Low,Child Education,9588278,23,PPF,Success
22,146848,876123,Medium,Retirement,466661,14,NPS,Success
46,121264,151664,Low,Buy a House,722041,2,ULIP,Success
47,184355,947976,Low,Car Purchase,4628176,21,RD,Success
47,129526,793444,Medium,Travel Abroad,318564,13,PPF,Success
34,194917,1264779,Medium,Car Purchase,107198,3,Debt Mutual Fund,Success
31,46681,311628,Medium,Buy a House,3490768,15,Equity Mutual Fund,Success
26,105899,320735,Medium,Retirement,6215029,16,PPF,Failure
34,170188,1697066,Low,Car Purchase,5681276,27,ULIP,Success
46,94439,61754,Low,Car Purchase,5506482,16,Sukanya Samriddhi,Success
59,172925,1704599,High,Emergency Fund,5722965,8,Sukanya Samriddhi,Success
24,37145,130429,Low,Buy a House,6713005,24,Gold ETF,Failure
23,104183,1208590,Medium,Retirement,7447261,28,Balanced Mutual Fund,Success
34,157718,23117,Medium,Child Education,9648174,7,Balanced Mutual Fund,Success
29,145119,1007404,Low,Emergency Fund,4373000,12,Liquid Mutual Fund,Failure
24,184348,1249444,Low,Emergency Fund,8299277,25,Equity Mutual Fund,Success
30,152336,886615,Low,Child Education,8271244,5,ULIP,Success
58,41827,297397,Low,Tax Saving,2747174,30,ULIP,Success
23,24719,282516,Low,Tax Saving,4382954,1,Gold ETF,Success
54,128557,266290,High,Emergency Fund,5319524,16,PPF,Success
35,128337,1078973,Medium,Retirement,801335,17,FD,Success
45,196797,2176438,High,Emergency Fund,7500765,14,NPS,Failure
36,143644,801088,Medium,Emergency Fund,5828044,29,Debt Mutual Fund,Success
46,186335,202667,High,Buy a House,4412280,28,Equity Mutual Fund,Success
36,120840,623231,Low,Child Education,2099338,29,Debt Mutual Fund,Success
36,155169,1673882,Low,Tax Saving,4523051,23,Savings Account,Success
35,33062,220247,Low,Car Purchase,8334557,8,Savings Account,Success
35,20055,33774,High,Retirement,490301,14,PPF,Success
39,16554,61064,Low,Emergency Fund,7711148,11,Debt Mutual Fund,Success
51,52517,262009,High,Buy a House,1208830,17,ULIP,Success
41,62914,140357,Low,Buy a House,5465182,10,Sukanya Samriddhi,Success
57,90711,823906,Low,Travel Abroad,8402929,28,Gold ETF,Failure
44,171187,156874,Medium,Travel Abroad,8857581,2,Liquid Mutual Fund,Success
24,169002,1317715,Medium,Car Purchase,4475706,5,Gold ETF,Success
60,197209,1489952,Low,Retirement,9914356,17,Gold ETF,Success
33,124037,335155,Medium,Tax Saving,5499959,3,Liquid Mutual Fund,Success
42,47880,45824,Medium,Buy a House,9425812,10,Balanced Mutual Fund,Success
48,165406,1018986,Low,Retirement,760285,13,Gold ETF,Success
44,68293,731151,High,Retirement,1099178,11,Liquid Mutual Fund,Success
29,162787,316322,High,Retirement,6542324,4,ELSS Mutual Fund,Success
55,154622,1200764,Low,Retirement,4642752,20,ULIP,Success
46,39095,234974,Medium,Buy a House,6981219,28,RD,Success
55,169904,1382180,Low,Tax Saving,9703557,23,Debt Mutual Fund,Success
46,67434,98217,Medium,Buy a House,4361306,23,Savings Account,Success
25,81861,96185,Medium,Retirement,1815551,9,ULIP,Failure
52,187932,1332804,Medium,Buy a House,9164917,28,Gold ETF,Success
40,187241,2149269,Medium,Buy a House,8717163,6,ELSS Mutual Fund,Failure
47,90499,401829,Medium,Buy a House,4879122,15,Balanced Mutual Fund,Failure
35,96631,425072,Medium,Tax Saving,4867657,15,FD,Failure
25,78308,739256,Low,Tax Saving,5538319,7,RD,Success
43,24607,270647,Low,Travel Abroad,2133416,14,Balanced Mutual Fund,Success
36,84072,403108,Low,Emergency Fund,428689,20,ELSS Mutual Fund,Failure
59,84800,312473,Medium,Tax Saving,9578173,24,PPF,Success
40,194524,348873,Medium,Travel Abroad,6866198,21,Balanced Mutual Fund,Failure
52,48528,94359,Medium,Emergency Fund,2773565,5,Equity Mutual Fund,Success
26,156932,1498615,Low,Car Purchase,8675026,11,Sukanya Samriddhi,Success
39,45168,285022,Medium,Buy a House,2614200,21,FD,Success
44,185722,874969,Medium,Child Education,1936890,27,FD,Success
23,100059,76029,Medium,Child Education,6311291,4,Gold ETF,Success
31,189781,357170,Medium,Emergency Fund,1473722,29,Equity Mutual Fund,Failure
59,164642,149319,Medium,Car Purchase,7317555,23,Equity Mutual Fund,Success
22,94711,728358,Medium,Child Education,4890539,23,Gold ETF,Success
51,188210,1709224,High,Child Education,115961,26,Savings Account,Success
30,135280,713462,Low,Buy a House,9290460,22,Balanced Mutual Fund,Success
49,173618,10148,High,Retirement,577350,2,NPS,Success
51,130474,1563421,Low,Travel Abroad,3657848,2,Savings Account,Success
47,70194,715455,Medium,Buy a House,6721748,27,Debt Mutual Fund,Success
27,20198,225858,High,Car Purchase,2717064,5,PPF,Success
39,110264,680035,Medium,Tax Saving,3709576,17,FD,Success
37,184907,881451,Low,Travel Abroad,5596747,17,ELSS Mutual Fund,Failure
41,30099,125179,High,Car Purchase,2015152,13,Gold ETF,Failure
24,122304,51054,Medium,Child Education,2312026,22,Equity Mutual Fund,Success
28,53741,66468,Medium,Travel Abroad,8355121,13,PPF,Success
28,33583,195150,Low,Tax Saving,3535479,6,Savings Account,Success
48,66744,531727,Low,Buy a House,2857204,5,NPS,Success
46,151641,885883,Medium,Tax Saving,9699659,14,Equity Mutual Fund,Success
42,44190,341798,Medium,Tax Saving,1953137,26,NPS,Success
39,161018,85523,Medium,Retirement,127539,22,ELSS Mutual Fund,Success
58,23698,142989,Low,Retirement,1566284,24,Balanced Mutual Fund,Success
48,76052,174728,High,Retirement,2577340,9,RD,Success
57,95277,1087889,High,Travel Abroad,9974369,17,FD,Success
27,39508,34047,High,Child Education,8653339,12,ELSS Mutual Fund,Success
26,19541,129987,High,Emergency Fund,8176528,17,FD,Success
58,175782,631638,High,Tax Saving,4084220,5,ULIP,Success
55,77517,303166,High,Buy a House,829552,3,Balanced Mutual Fund,Success
43,122300,757248,Low,Child Education,4010831,3,Balanced Mutual Fund,Success
35,120125,1362589,High,Buy a House,6974263,11,Savings Account,Failure
40,50680,121867,High,Retirement,219483,29,Equity Mutual Fund,Success
51,84274,277243,Medium,Tax Saving,3639528,27,Debt Mutual Fund,Success
47,197675,1657284,High,Buy a House,1210110,6,NPS,Success
46,170408,453845,Medium,Travel Abroad,3962351,15,FD,Success
55,79708,672526,Low,Car Purchase,376261,1,ULIP,Success
51,189887,106609,Low,Travel Abroad,9585843,4,Debt Mutual Fund,Success
32,16010,139720,Medium,Emergency Fund,6991046,12,Balanced Mutual Fund,Success
48,92987,222589,High,Travel Abroad,6659085,1,Gold ETF,Failure
49,186005,19344,Medium,Car Purchase,7213427,23,NPS,Success
44,123498,1348578,Medium,Car Purchase,8944742,12,ULIP,Success
47,167687,346377,High,Emergency Fund,2370949,8,RD,Success
35,115972,559046,High,Travel Abroad,1560436,6,ULIP,Success
45,136335,1537085,High,Child Education,8740933,12,PPF,Success
44,49680,589010,High,Buy a House,7569045,23,Gold ETF,Success
60,108711,413543,Low,Buy a House,2474638,7,Balanced Mutual Fund,Success
60,41089,228476,Low,Travel Abroad,3184752,2,NPS,Failure
47,123346,1409353,Medium,Car Purchase,8639853,11,ELSS Mutual Fund,Success
27,178529,684533,Low,Travel Abroad,3308512,30,Sukanya Samriddhi,Success
44,176280,526623,Medium,Emergency Fund,1194776,29,Balanced Mutual Fund,Success
49,75061,431294,Low,Emergency Fund,2389215,18,NPS,Success
30,62976,82761,Medium,Travel Abroad,7813150,18,Liquid Mutual Fund,Success
57,139055,75390,Medium,Tax Saving,497368,14,Liquid Mutual Fund,Success
40,126715,1266911,Medium,Tax Saving,7494227,28,Sukanya Samriddhi,Failure
29,32473,219803,High,Buy a House,4555384,16,Savings Account,Success
42,30334,238378,High,Tax Saving,8060256,30,Sukanya Samriddhi,Success
55,178247,1966235,Low,Child Education,7497318,30,Sukanya Samriddhi,Success
49,128852,1016022,Low,Travel Abroad,2562488,23,ULIP,Success
41,68075,775466,Medium,Car Purchase,9972578,14,Gold ETF,Success
50,107961,256714,Low,Retirement,3614041,20,Gold ETF,Success
43,50897,565380,Medium,Child Education,3654577,26,Gold ETF,Success
24,197387,797280,High,Car Purchase,5927761,2,Sukanya Samriddhi,Success
50,90307,347401,Medium,Emergency Fund,9403161,13,RD,Success
53,107594,688063,Low,Travel Abroad,6339492,21,FD,Success
29,52992,606242,Low,Travel Abroad,407732,23,Sukanya Samriddhi,Success
53,31163,86789,High,Tax Saving,5869767,22,RD,Failure
42,197939,743769,Medium,Child Education,1688256,3,Savings Account,Success
34,124689,938037,High,Buy a House,2246764,21,Equity Mutual Fund,Success
54,118605,1180918,Low,Car Purchase,3534400,10,NPS,Success
58,146151,305277,Low,Retirement,447649,28,FD,Success
58,195752,514324,Medium,Tax Saving,8467424,7,RD,Success
27,89866,547528,Low,Car Purchase,8912508,5,Debt Mutual Fund,Failure
31,184673,397457,Low,Child Education,412445,15,Equity Mutual Fund,Success
32,142716,769802,High,Tax Saving,1999502,28,Savings Account,Success
37,137110,1445156,Low,Car Purchase,4686731,15,Savings Account,Success
25,96420,215531,Low,Buy a House,5993022,7,ULIP,Failure
48,199376,871244,Medium,Buy a House,6924932,17,ULIP,Success
49,19196,176614,High,Travel Abroad,236395,1,RD,Failure
40,69640,176054,Low,Travel Abroad,6761996,28,ELSS Mutual Fund,Success
42,159487,157579,Medium,Travel Abroad,3813987,12,Savings Account,Success
22,194179,2303360,Low,Child Education,1264633,26,PPF,Success
57,106152,788449,Low,Car Purchase,9358415,15,Savings Account,Success
27,65859,56042,Medium,Tax Saving,4136908,17,ULIP,Success
34,109870,13648,Low,Child Education,2350187,2,Equity Mutual Fund,Success
34,121169,876230,Medium,Emergency Fund,3474354,17,Debt Mutual Fund,Success
40,177510,1290355,Medium,Car Purchase,3369517,27,Savings Account,Failure
46,82654,642783,High,Retirement,6637510,17,PPF,Success
59,35456,255175,Medium,Travel Abroad,3208868,2,Gold ETF,Success
39,97997,1174909,Medium,Car Purchase,7117174,16,Gold ETF,Success
32,122810,1190288,Medium,Emergency Fund,4958874,28,Savings Account,Success
40,167533,631027,Low,Tax Saving,9712728,30,ELSS Mutual Fund,Success
58,69686,665363,Medium,Child Education,5592721,4,Balanced Mutual Fund,Success
50,62496,143628,Low,Car Purchase,8376683,2,Savings Account,Success
54,151862,542072,High,Retirement,4455515,5,Equity Mutual Fund,Success
46,29038,65136,High,Child Education,5640933,14,Liquid Mutual Fund,Success
41,187543,1290951,Low,Travel Abroad,7410304,26,Debt Mutual Fund,Success
48,70276,817857,Low,Tax Saving,6763469,3,Sukanya Samriddhi,Success
39,59392,542406,High,Child Education,9959063,3,Equity Mutual Fund,Success
35,149559,84710,High,Child Education,5492059,26,Equity Mutual Fund,Success
55,62788,166837,Low,Tax Saving,5733191,23,Liquid Mutual Fund,Success
55,42064,64666,Low,Car Purchase,7857581,5,Gold ETF,Success
40,152481,649488,Medium,Retirement,4433950,3,Liquid Mutual Fund,Success
45,176629,1896840,Medium,Tax Saving,9672043,12,NPS,Success
51,141338,330492,Medium,Car Purchase,2389980,6,RD,Success
54,128461,1447140,High,Buy a House,604060,26,Liquid Mutual Fund,Success
23,90307,544262,High,Tax Saving,2408609,30,ELSS Mutual Fund,Failure
56,145518,734984,High,Buy a House,412593,23,RD,Success
27,128119,804021,Low,Retirement,918278,5,NPS,Failure
25,146258,1028601,Medium,Car Purchase,5305699,14,FD,Success
59,130899,44692,Low,Retirement,8695455,22,Liquid Mutual Fund,Success
34,72893,154095,Low,Car Purchase,3357826,24,Savings Account,Success
25,90011,862563,Medium,Emergency Fund,2759797,24,NPS,Success
46,164905,1144017,Low,Buy a House,8614527,21,ULIP,Failure
50,150945,1069584,High,Travel Abroad,8097889,22,Debt Mutual Fund,Success
29,58147,247859,High,Buy a House,8194233,17,ELSS Mutual Fund,Failure
34,124579,393734,Low,Retirement,5626707,8,Balanced Mutual Fund,Success
26,148061,673102,High,Travel Abroad,4656165,9,ULIP,Success
39,185203,64168,Medium,Retirement,5752531,14,RD,Success
44,177471,833992,High,Buy a House,6493305,11,ELSS Mutual Fund,Success
31,174695,946961,Low,Travel Abroad,2014720,23,NPS,Success
23,128209,1184923,Medium,Emergency Fund,8359841,11,Savings Account,Success
58,26846,123859,Medium,Tax Saving,5552967,14,ELSS Mutual Fund,Success
28,127219,1408158,High,Travel Abroad,8383396,14,NPS,Success
41,45955,17363,Medium,Retirement,4565949,17,Equity Mutual Fund,Success
30,38395,163751,Medium,Tax Saving,6552196,21,ELSS Mutual Fund,Failure
34,185986,1069587,Medium,Emergency Fund,9032686,1,Balanced Mutual Fund,Success
59,131827,1247579,Low,Retirement,7735813,22,Gold ETF,Success
60,134408,948548,Medium,Emergency Fund,5840138,14,Gold ETF,Success
38,26007,15021,High,Car Purchase,9137407,8,ELSS Mutual Fund,Success
45,78077,350654,Low,Travel Abroad,3948084,23,Gold ETF,Failure
48,105930,528234,Medium,Child Education,2981402,7,PPF,Success
47,34748,187242,Low,Buy a House,2304770,3,FD,Success
30,22549,116091,Medium,Car Purchase,8718068,27,Sukanya Samriddhi,Failure
55,170218,1241706,High,Emergency Fund,121862,12,Balanced Mutual Fund,Success
38,53039,148459,Medium,Retirement,9746219,8,Balanced Mutual Fund,Success
53,103265,678569,Medium,Tax Saving,5356506,4,Savings Account,Success
43,189881,223804,Low,Child Education,566290,15,Balanced Mutual Fund,Success
29,112884,599772,Low,Buy a House,6592380,30,Equity Mutual Fund,Success
52,92296,951258,Medium,Travel Abroad,2724622,26,FD,Success
39,189088,1925577,Low,Car Purchase,1313888,28,FD,Success
54,66668,238199,Medium,Tax Saving,1946198,7,Savings Account,Success
49,158525,185660,High,Child Education,9972137,26,FD,Success
33,109898,280527,Medium,Emergency Fund,4398313,10,Liquid Mutual Fund,Success
22,124917,629859,Medium,Retirement,2427691,28,Savings Account,Success
50,106478,972488,Medium,Emergency Fund,7185730,16,Savings Account,Failure
52,171141,60199,Low,Travel Abroad,5576896,18,ELSS Mutual Fund,Failure
58,147565,572697,Low,Emergency Fund,5272677,29,Liquid Mutual Fund,Success
43,110604,213320,Medium,Travel Abroad,8950671,20,NPS,Success
24,149327,878697,High,Emergency Fund,1510720,24,Gold ETF,Success
54,192998,2107454,Medium,Car Purchase,7421697,1,FD,Success
47,74558,806833,Medium,Travel Abroad,8276164,26,RD,Success
51,176252,275795,High,Retirement,5141671,10,NPS,Success
37,68931,814494,Medium,Buy a House,5602277,9,ELSS Mutual Fund,Success
42,27101,68693,Medium,Buy a House,6000224,4,ULIP,Success
36,114426,278577,Medium,Retirement,7421255,28,RD,Success
41,21952,218901,High,Tax Saving,9660369,21,Savings Account,Success
39,62968,448930,Medium,Retirement,1463264,5,FD,Success
38,74503,280659,High,Buy a House,4895700,23,PPF,Success
56,41968,428583,High,Buy a House,104038,14,Liquid Mutual Fund,Success
55,134585,1287808,Medium,Child Education,6503857,13,ELSS Mutual Fund,Failure
48,26681,175958,High,Tax Saving,4921488,7,Sukanya Samriddhi,Success
60,38700,455638,Medium,Travel Abroad,5745140,29,PPF,Success
28,166335,1984803,Medium,Tax Saving,4500521,18,Equity Mutual Fund,Failure
57,97104,554577,Medium,Buy a House,3683487,17,NPS,Success
54,141707,653992,High,Travel Abroad,6748229,5,ELSS Mutual Fund,Success
50,155171,333497,Low,Buy a House,9061273,8,ELSS Mutual Fund,Success
47,64874,744313,Medium,Tax Saving,5691348,6,Liquid Mutual Fund,Success
41,40934,167884,Low,Tax Saving,9376479,11,FD,Success
46,142628,473447,High,Travel Abroad,6095230,21,Sukanya Samriddhi,Success
60,86103,905238,Medium,Buy a House,9901187,19,NPS,Failure
49,74347,478141,Medium,Travel Abroad,1376386,4,FD,Success
33,144330,231288,Low,Car Purchase,3569359,5,ELSS Mutual Fund,Success
53,113853,1189245,High,Retirement,3551935,8,Debt Mutual Fund,Failure
53,149434,248108,Medium,Travel Abroad,4132996,15,Liquid Mutual Fund,Success
40,115027,345997,High,Child Education,8434693,14,ULIP,Success
44,17797,114738,High,Travel Abroad,3826454,11,RD,Success
41,170811,1403625,Medium,Tax Saving,1994504,21,Liquid Mutual Fund,Success
35,66159,272188,Medium,Travel Abroad,1558913,3,ULIP,Success
60,173089,1710450,Low,Child Education,9515532,17,Equity Mutual Fund,Success
35,127792,1045147,Medium,Emergency Fund,4718436,24,Debt Mutual Fund,Success
39,173485,365840,Low,Child Education,5244266,5,Gold ETF,Success
54,81050,478232,Low,Retirement,3777738,12,Savings Account,Failure
24,178080,1576746,High,Travel Abroad,3342599,12,ELSS Mutual Fund,Success
55,159733,891289,Medium,Child Education,7221446,20,ULIP,Success
44,121687,1036319,Medium,Emergency Fund,4012707,20,FD,Success
53,148314,25945,Low,Retirement,7123898,22,Balanced Mutual Fund,Success
47,32250,280478,Medium,Buy a House,5151838,8,Gold ETF,Success
42,128818,737405,High,Emergency Fund,3536611,4,Savings Account,Success
23,29272,113609,Low,Retirement,9687826,11,Balanced Mutual Fund,Success
35,44376,283080,High,Car Purchase,125583,2,Sukanya Samriddhi,Success
23,116259,251152,Medium,Buy a House,4826504,15,Savings Account,Success
25,64399,638326,High,Child Education,6642492,16,Liquid Mutual Fund,Success
54,132891,1170304,Medium,Tax Saving,7051441,3,ULIP,Failure
50,62974,442746,Low,Travel Abroad,5081115,30,ULIP,Success
30,102518,338800,Medium,Buy a House,8934314,27,Liquid Mutual Fund,Success
49,184911,1936916,Low,Travel Abroad,5704541,13,Gold ETF,Success
46,73952,513894,High,Retirement,2745749,9,Gold ETF,Success
37,169264,1949995,Medium,Car Purchase,9479560,20,Gold ETF,Success
30,101347,867750,Low,Tax Saving,8645887,13,ULIP,Success
44,15979,114368,High,Child Education,6097103,18,Sukanya Samriddhi,Success
28,142915,1578992,Low,Emergency Fund,1466990,7,ULIP,Failure
32,132187,13314,High,Child Education,8162497,6,Debt Mutual Fund,Success
57,199443,2366517,Low,Child Education,9434357,27,Balanced Mutual Fund,Success
58,38400,346275,Low,Buy a House,2671681,24,ULIP,Success
41,120755,632118,Medium,Buy a House,7592150,26,Liquid Mutual Fund,Success
56,16210,133103,Low,Retirement,1544453,19,Gold ETF,Success
40,136414,671037,High,Tax Saving,2664244,23,Savings Account,Success
41,77363,87990,Medium,Travel Abroad,3534427,17,Equity Mutual Fund,Success
24,64678,417019,Medium,Emergency Fund,2178753,27,ULIP,Success
35,50728,167214,Low,Child Education,6365204,12,PPF,Success
31,150175,1114431,Low,Child Education,9013854,10,ELSS Mutual Fund,Success
34,101378,1070659,Low,Child Education,5707425,16,Equity Mutual Fund,Failure
31,126141,490827,Medium,Buy a House,4318163,9,Balanced Mutual Fund,Success
60,196538,1052488,Low,Car Purchase,1107457,6,RD,Failure
45,133669,42083,Medium,Emergency Fund,5737070,27,Balanced Mutual Fund,Success
43,91223,756183,Low,Car Purchase,9963451,3,Balanced Mutual Fund,Failure
40,141584,1185292,Low,Tax Saving,7524547,3,FD,Failure
32,118312,533419,High,Car Purchase,7254535,16,Liquid Mutual Fund,Failure
26,194599,1608983,Low,Buy a House,4073205,14,Gold ETF,Success
37,106294,1214367,Low,Tax Saving,7950510,23,Sukanya Samriddhi,Success
39,104812,379065,Medium,Child Education,4210935,3,ELSS Mutual Fund,Success
25,139564,661560,High,Retirement,787441,6,Debt Mutual Fund,Failure
26,150742,1761378,High,Retirement,4450667,7,Liquid Mutual Fund,Success
25,56898,462250,Medium,Emergency Fund,4493441,22,NPS,Success
51,101045,374991,Medium,Child Education,3302383,18,Equity Mutual Fund,Success
28,97257,271329,Medium,Buy a House,2024766,9,RD,Success
